trip_id,start_time,end_time,headway_secs,exact_times
weekday_U4200_U420002_10,22:10:00,22:30:00,1200,0
weekend_U4200_U420002_0,05:30:00,07:00:00,1800,0
weekend_U4200_U420002_1,07:35:00,21:35:00,2100,0
weekend_U4200_U420002_2,22:10:00,22:30:00,1200,0
weekday_U7540_U754002_0,06:30:00,07:00:00,5400,0
weekday_U7540_U754002_1,08:05:00,08:30:00,5400,0
weekday_U7540_U754002_2,10:30:00,11:00:00,9000,0
weekday_U7540_U754002_3,12:10:00,14:00:00,6600,0
weekday_U7540_U754002_4,15:40:00,17:20:00,6000,0
weekday_U7540_U754002_5,19:20:00,20:00:00,7200,0
weekend_U7540_U754002_0,06:00:00,07:00:00,5400,0
weekend_U7540_U754002_1,08:00:00,08:30:00,5400,0
weekend_U7540_U754002_2,10:30:00,11:00:00,9000,0
weekend_U7540_U754002_3,12:10:00,14:00:00,6600,0
weekend_U7540_U754002_4,15:40:00,17:20:00,6000,0
weekend_U7540_U754002_5,19:20:00,20:00:00,7200,0
weekday_T2220_T222002_0,05:30:00,06:00:00,1800,0
weekday_T2220_T222002_1,06:30:00,07:00:00,900,0
weekday_T2220_T222002_2,07:40:00,09:00:00,2400,0
weekday_T2220_T222002_3,09:30:00,10:00:00,1800,0
weekday_T2220_T222002_4,10:40:00,18:00:00,2400,0
weekday_T2220_T222002_5,18:45:00,21:00:00,2700,0
weekday_T2220_T222002_6,22:00:00,23:00:00,3600,0
weekday_U2220_U222002_0,05:30:00,07:00:00,2700,0
weekday_U2220_U222002_1,07:20:00,07:25:00,1200,0
weekday_U2220_U222002_2,07:45:00,15:15:00,2700,0
weekday_U2220_U222002_3,16:00:00,21:00:00,3000,0
weekday_U2220_U222002_4,21:50:00,22:45:00,3300,0
weekday_U2000_U200002_0,05:30:00,06:15:00,900,0
weekday_U2000_U200002_1,06:30:00,08:00:00,900,0
weekday_U2000_U200002_2,08:20:00,08:40:00,1200,0
weekday_U2000_U200002_3,09:00:00,16:40:00,1200,0
weekday_U2000_U200002_4,17:00:00,19:00:00,1200,0
weekday_U2000_U200002_5,19:30:00,22:00:00,1800,0
weekend_U2000_U200002_0,05:30:00,06:30:00,1200,0
weekend_U2000_U200002_1,06:50:00,08:30:00,1200,0
weekend_U2000_U200002_2,08:55:00,16:25:00,1500,0
weekend_U2000_U200002_3,16:50:00,17:40:00,1500,0
weekend_U2000_U200002_4,18:10:00,19:40:00,1800,0
weekend_U2000_U200002_5,20:15:00,22:00:00,2100,0
weekday_S2030_S203002_0,06:00:00,06:45:00,900,0
weekday_S2030_S203002_1,07:00:00,09:00:00,1200,0
weekday_S2030_S203002_2,09:30:00,11:30:00,1800,0
weekday_S2030_S203002_3,12:00:00,15:30:00,1800,0
weekday_S2030_S203002_4,16:00:00,17:20:00,1200,0
weekday_S2030_S203002_5,17:40:00,18:40:00,1200,0
weekday_S2030_S203002_6,19:00:00,19:30:00,1800,0
weekday_S2030_S203002_7,20:00:00,22:00:00,2400,0
weekday_S2030_S203001_8,06:00:00,06:01:00,900,0
weekend_S2030_S203002_0,06:00:00,06:45:00,900,0
weekend_S2030_S203002_1,07:00:00,09:00:00,1200,0
weekend_S2030_S203002_2,09:30:00,11:30:00,1800,0
weekend_S2030_S203002_3,12:00:00,15:30:00,1800,0
weekend_S2030_S203002_4,16:00:00,17:20:00,1200,0
weekend_S2030_S203002_5,17:40:00,18:40:00,1200,0
weekend_S2030_S203002_6,19:00:00,19:30:00,1800,0
weekend_S2030_S203002_7,20:00:00,22:00:00,2400,0
weekend_S2030_S203001_8,06:00:00,06:01:00,900,0
weekend_S1080_S108002_0,06:00:00,19:30:00,1800,0
weekend_S1080_S108002_1,20:00:00,22:00:00,2400,0
weekend_S1080_S108001_2,06:00:00,06:01:00,1800,0
weekday_S1080_S108002_0,06:00:00,19:30:00,1800,0
weekday_S1080_S108002_1,20:00:00,22:00:00,2400,0
weekday_S1080_S108001_2,06:00:00,06:01:00,1800,0
weekend_S2040_S204002_0,06:00:00,19:00:00,1800,0
weekend_S2040_S204002_1,19:30:00,20:00:00,1800,0
weekend_S2040_S204002_2,20:40:00,21:15:00,2400,0
weekend_S2040_S204002_3,21:20:00,22:00:00,2400,0
weekend_S2040_S204001_4,06:00:00,06:01:00,1800,0
weekday_S2040_S204002_0,06:00:00,19:00:00,1800,0
weekday_S2040_S204002_1,19:30:00,20:00:00,1800,0
weekday_S2040_S204002_2,20:40:00,21:15:00,2400,0
weekday_S2040_S204002_3,21:20:00,22:00:00,2400,0
weekday_S2040_S204001_4,06:00:00,06:01:00,1800,0
weekday_T7810_T781002_0,06:00:00,07:30:00,1800,0
weekday_T7810_T781002_1,08:00:00,09:30:00,1800,0
weekday_T7810_T781002_2,10:00:00,16:00:00,1800,0
weekday_T7810_T781002_3,16:30:00,17:00:00,1800,0
weekday_T7810_T781002_4,17:45:00,18:30:00,2700,0
weekday_T7810_T781002_5,19:05:00,19:30:00,1800,0
weekday_T7810_T781002_6,20:00:00,21:00:00,3600,0
weekday_T7810_T781002_7,22:10:00,22:30:00,4200,0
weekday_T7810_T781002_8,23:30:00,23:45:00,4800,0
weekend_T7810_T781002_0,06:00:00,07:30:00,1800,0
weekend_T7810_T781002_1,08:00:00,09:30:00,1800,0
weekend_T7810_T781002_2,10:00:00,16:00:00,1800,0
weekend_T7810_T781002_3,16:30:00,17:00:00,1800,0
weekend_T7810_T781002_4,17:45:00,18:20:00,2700,0
weekend_T7810_T781002_5,18:30:00,19:00:00,2700,0
weekend_T7810_T781002_6,19:05:00,19:50:00,3300,0
weekend_T7810_T781002_7,20:00:00,20:55:00,3600,0
weekend_T7810_T781002_8,21:00:00,22:00:00,4200,0
weekend_T7810_T781002_9,22:10:00,23:20:00,4800,0
weekend_T7810_T781002_10,23:30:00,23:55:00,4800,0
weekday_T3510_T351002_0,05:30:00,06:00:00,900,0
weekday_T3510_T351002_1,06:00:00,19:00:00,1800,0
weekday_T3510_T351002_2,19:30:00,20:30:00,3600,0
weekday_T3510_T351002_3,21:00:00,22:00:00,3600,0
weekday_T3510_T351002_4,22:30:00,23:00:00,1800,0
weekday_T3510_T351002_5,23:30:00,24:00:00,1800,0
weekend_U3000_U300002_0,05:20:00,10:10:00,600,0
weekend_U3000_U300002_1,10:22:00,13:10:00,720,0
weekend_U3000_U300002_2,13:22:00,14:58:00,720,0
weekend_U3000_U300002_3,15:10:00,16:25:00,900,0
weekend_U3000_U300002_4,16:40:00,20:10:00,900,0
weekend_U3000_U300002_5,20:25:00,20:55:00,900,0
weekend_U3000_U300002_6,21:10:00,22:30:00,1200,0
weekday_U4210_U421002_0,05:20:00,08:05:00,900,0
weekday_U4210_U421002_1,08:20:00,08:40:00,1200,0
weekday_U4210_U421002_2,09:00:00,10:15:00,900,0
weekday_U4210_U421002_3,10:30:00,11:30:00,1200,0
weekday_U4210_U421002_4,11:50:00,12:35:00,900,0
weekday_U4210_U421002_5,12:50:00,13:50:00,1200,0
weekday_U4210_U421002_6,14:10:00,14:55:00,900,0
weekday_U4210_U421002_7,15:10:00,16:10:00,1200,0
weekday_U4210_U421002_8,16:30:00,17:15:00,900,0
weekday_U4210_U421002_9,17:30:00,20:10:00,1200,0
weekday_U4210_U421002_10,20:30:00,21:00:00,1800,0
weekday_U4210_U421002_11,21:30:00,22:30:00,1800,0
weekend_T2240_T224002_0,06:00:00,19:30:00,1800,0
weekend_T2240_T224002_1,20:00:00,24:00:00,3600,0
weekend_T3040_T304002_0,06:00:00,19:25:00,2100,0
weekend_T3040_T304002_1,20:00:00,23:00:00,3600,0
weekend_T3020_T302002_0,05:30:00,09:15:00,1500,0
weekend_T3020_T302002_1,09:45:00,16:15:00,1800,0
weekend_T3020_T302002_2,16:40:00,18:45:00,1500,0
weekend_T3020_T302002_3,19:10:00,20:00:00,3000,0
weekend_T3020_T302002_4,20:45:00,23:00:00,2700,0
weekday_T2000_T200002_0,06:00:00,18:00:00,1800,0
weekday_T2000_T200002_1,18:30:00,19:00:00,1800,0
weekday_T2000_T200002_2,20:00:00,23:00:00,3600,0
weekend_T2000_T200002_0,06:00:00,18:00:00,1800,0
weekend_T2000_T200002_1,18:30:00,19:00:00,1800,0
weekend_T2000_T200002_2,20:00:00,23:00:00,3600,0
weekday_T6030_T603002_0,06:00:00,11:00:00,1800,0
weekday_T6030_T603002_1,12:00:00,16:00:00,3600,0
weekday_T6030_T603002_2,16:30:00,18:30:00,1800,0
weekday_T6030_T603002_3,19:00:00,24:00:00,3600,0
weekend_T6030_T603002_0,06:00:00,11:00:00,1800,0
weekend_T6030_T603002_1,12:00:00,16:00:00,3600,0
weekend_T6030_T603002_2,16:30:00,18:30:00,1800,0
weekend_T6030_T603002_3,19:00:00,24:00:00,3600,0
weekend_S0030_S003002_0,06:00:00,07:20:00,1200,0
weekend_S0030_S003002_1,07:50:00,08:50:00,1800,0
weekend_S0030_S003002_2,09:10:00,10:40:00,1800,0
weekend_S0030_S003002_3,11:00:00,12:30:00,1800,0
weekend_S0030_S003002_4,12:50:00,14:20:00,1800,0
weekend_S0030_S003002_5,14:40:00,16:10:00,1800,0
weekend_S0030_S003002_6,16:30:00,18:00:00,1800,0
weekend_S0030_S003002_7,18:20:00,19:20:00,1800,0
weekend_S0030_S003002_8,20:00:00,22:00:00,1800,0
weekday_S0030_S003002_0,06:00:00,07:20:00,1200,0
weekday_S0030_S003002_1,07:50:00,08:50:00,1800,0
weekday_S0030_S003002_2,09:10:00,10:40:00,1800,0
weekday_S0030_S003002_3,11:00:00,12:30:00,1800,0
weekday_S0030_S003002_4,12:50:00,14:20:00,1800,0
weekday_S0030_S003002_5,14:40:00,16:10:00,1800,0
weekday_S0030_S003002_6,16:30:00,18:00:00,1800,0
weekday_S0030_S003002_7,18:20:00,19:20:00,1800,0
weekday_S0030_S003002_8,20:00:00,22:00:00,1800,0
weekend_S1060_S106002_0,06:00:00,06:25:00,1800,0
weekend_S1060_S106002_1,06:30:00,18:45:00,2100,0
weekend_S1060_S106002_2,19:20:00,21:20:00,2400,0
weekend_S1060_S106001_3,06:00:00,06:01:00,1800,0
weekday_S1060_S106002_0,06:00:00,06:25:00,1800,0
weekday_S1060_S106002_1,06:30:00,18:45:00,2100,0
weekday_S1060_S106002_2,19:20:00,21:20:00,2400,0
weekday_S1060_S106001_3,06:00:00,06:01:00,1800,0
weekend_S1070_S107002_0,06:00:00,07:30:00,1800,0
weekend_S1070_S107002_1,08:05:00,08:35:00,2100,0
weekend_S1070_S107002_2,08:35:00,19:05:00,2100,0
weekend_S1070_S107002_3,19:40:00,21:00:00,2400,0
weekend_S1070_S107002_4,21:30:00,21:31:00,1800,0
weekday_S1070_S107002_0,06:00:00,07:30:00,1800,0
weekday_S1070_S107002_1,08:05:00,08:35:00,2100,0
weekday_S1070_S107002_2,08:35:00,19:05:00,2100,0
weekday_S1070_S107002_3,19:40:00,21:00:00,2400,0
weekday_S1070_S107002_4,21:30:00,21:31:00,1800,0
weekend_S1170_S117002_0,06:00:00,06:01:00,2700,0
weekend_S1170_S117002_1,06:45:00,17:15:00,2700,0
weekend_S1170_S117002_2,18:00:00,18:01:00,3600,0
weekend_S1170_S117002_3,19:00:00,19:45:00,2700,0
weekend_S1170_S117002_4,20:30:00,21:30:00,3600,0
weekday_S1170_S117002_0,06:00:00,06:01:00,2700,0
weekday_S1170_S117002_1,06:45:00,17:15:00,2700,0
weekday_S1170_S117002_2,18:00:00,18:01:00,3600,0
weekday_S1170_S117002_3,19:00:00,19:45:00,2700,0
weekday_S1170_S117002_4,20:30:00,21:30:00,3600,0
weekday_U4510_U451002_0,06:30:00,08:00:00,1800,0
weekday_U4510_U451001_0,16:30:00,18:00:00,1800,0
weekday_S0120_S012002_0,07:45:00,08:15:00,900,0
weekday_S0120_S012002_1,08:15:00,08:50:00,900,0
weekday_S0120_S012002_2,17:30:00,18:45:00,900,0
weekday_T2240_T224002_0,06:00:00,22:30:00,1800,0
weekday_T2240_T224002_1,23:00:00,24:00:00,1800,0
weekday_H4100_H410002_0,05:30:00,14:00:00,300,0
weekday_H4200_H420002_0,08:00:00,20:00:00,900,0
weekday_H4300_H430002_0,08:00:00,20:00:00,900,0
weekday_T8510_T851002_0,07:00:00,11:00:00,1800,0
weekday_T8510_T851002_1,12:00:00,16:00:00,3600,0
weekday_T8510_T851002_2,16:30:00,19:30:00,1800,0
weekday_T7890_T789002_0,05:45:00,19:15:00,900,0
weekday_T7890_T789002_1,19:40:00,23:00:00,1200,0
weekday_T7890_T789002_2,23:30:00,23:40:00,1800,0
weekday_T3500_T350002_0,05:30:00,06:00:00,900,0
weekday_T3500_T350002_1,06:00:00,09:20:00,1500,0
weekday_T3500_T350002_2,09:45:00,14:20:00,1500,0
weekday_T3500_T350002_3,14:45:00,15:05:00,1200,0
weekday_T3500_T350002_4,15:35:00,19:20:00,1500,0
weekday_T3500_T350002_5,19:45:00,20:35:00,3000,0
weekday_T3500_T350002_6,21:00:00,21:50:00,3000,0
weekday_T3500_T350002_7,22:20:00,23:00:00,2400,0
weekday_T3500_T350002_8,23:30:00,24:00:00,1800,0
weekend_T7150_T715002_0,07:00:00,07:30:00,5400,0
weekend_T7150_T715001_0,07:30:00,19:30:00,5400,0
weekend_T7150_T715002_1,08:30:00,11:00:00,5400,0
weekend_T7150_T715001_1,09:00:00,11:40:00,5400,0
weekend_T7150_T715002_2,11:40:00,15:00:00,6000,0
weekend_T7150_T715001_2,12:10:00,15:55:00,6000,0
weekend_T7150_T715002_3,16:30:00,18:00:00,5400,0
weekend_T7150_T715001_3,17:00:00,19:55:00,5400,0
weekday_T7150_T715002_0,07:00:00,07:30:00,1800,0
weekday_T7150_T715001_0,07:30:00,07:55:00,1800,0
weekday_T7150_T715002_1,08:30:00,10:00:00,5400,0
weekday_T7150_T715001_1,09:00:00,10:30:00,5400,0
weekday_T7150_T715002_2,11:40:00,15:00:00,6000,0
weekday_T7150_T715001_2,12:10:00,15:30:00,6000,0
weekday_T7150_T715002_3,16:30:00,18:00:00,5400,0
weekday_T7150_T715001_3,17:00:00,18:30:00,5400,0
weekday_T6020_T602002_0,06:00:00,07:00:00,3600,0
weekday_T6020_T602002_1,08:20:00,10:40:00,4200,0
weekday_T6020_T602002_2,12:00:00,15:00:00,5400,0
weekday_T6020_T602002_3,16:20:00,23:00:00,4800,0
weekend_T6020_T602002_0,06:00:00,07:00:00,3600,0
weekend_T6020_T602002_1,08:20:00,10:40:00,4200,0
weekend_T6020_T602002_2,12:00:00,15:00:00,5400,0
weekend_T6020_T602002_3,16:20:00,23:00:00,4800,0
weekday_S6060_S606002_0,08:00:00,11:00:00,1200,0
weekday_S6060_S606002_1,12:00:00,14:40:00,2400,0
weekday_S6060_S606002_2,15:20:00,17:00:00,6000,0
weekday_S6060_S606002_3,17:40:00,20:20:00,2400,0
weekday_S6060_S606002_4,21:00:00,23:00:00,1200,0
weekend_S6060_S606002_0,08:00:00,10:00:00,1200,0
weekend_S6060_S606002_1,10:40:00,12:00:00,2400,0
weekend_S6060_S606002_2,12:20:00,14:20:00,1200,0
weekend_S6060_S606002_3,15:00:00,16:20:00,2400,0
weekend_S6060_S606002_4,16:40:00,19:00:00,1200,0
weekend_S6060_S606002_5,19:40:00,21:00:00,2400,0
weekend_S6060_S606002_6,21:20:00,22:40:00,1200,0
weekday_S6160_S616002_0,11:30:00,11:31:00,3000,0
weekday_S6160_S616002_1,12:40:00,16:50:00,3000,0
weekday_S6160_S616002_2,18:00:00,20:30:00,3000,0
weekend_U6020_U602002_0,05:30:00,06:30:00,1800,0
weekend_U6020_U602002_1,07:00:00,19:30:00,1800,0
weekend_U6020_U602002_2,20:40:00,20:41:00,1800,0
weekend_U6020_U602002_3,21:20:00,24:00:00,2400,0
weekday_U6410_U641002_0,05:30:00,07:30:00,2400,0
weekday_U6410_U641002_1,08:20:00,09:10:00,3000,0
weekday_U6410_U641002_2,09:50:00,10:40:00,3000,0
weekday_U6410_U641002_3,11:20:00,14:40:00,3000,0
weekday_U6410_U641002_4,15:20:00,16:00:00,2400,0
weekday_U6410_U641002_5,16:50:00,18:30:00,3000,0
weekday_U6410_U641002_6,19:30:00,23:30:00,3600,0
weekend_U6410_U641002_0,05:30:00,22:30:00,3600,0
weekday_U5400_U540002_0,06:00:00,06:30:00,1800,0
weekday_U5400_U540002_1,07:00:00,08:00:00,1800,0
weekday_U5400_U540002_2,08:40:00,10:40:00,2400,0
weekday_U5400_U540002_4,12:00:00,12:01:00,2100,0
weekday_U5400_U540002_5,12:40:00,18:40:00,2400,0
weekday_U5400_U540002_6,19:20:00,19:21:00,4200,0
weekday_U5400_U540002_7,20:30:00,21:00:00,1800,0
weekday_U5400_U540002_8,22:00:00,23:00:00,3600,0
weekend_U5400_U540002_0,06:00:00,09:00:00,2700,0
weekend_U5400_U540002_1,10:00:00,10:01:00,3600,0
weekend_U5400_U540002_2,10:50:00,18:20:00,3000,0
weekend_U5400_U540002_3,19:20:00,19:21:00,5400,0
weekend_U5400_U540002_4,21:00:00,23:00:00,7200,0
weekday_T4060_T406002_0,06:45:00,07:36:00,2700,0
weekday_T4060_T406002_1,08:15:00,08:20:00,2700,0
weekday_T4060_T406002_2,09:15:00,09:21:00,3600,0
weekday_T4060_T406002_3,10:00:00,10:45:00,2700,0
weekday_T4060_T406002_4,11:45:00,11:48:00,3600,0
weekday_T4060_T406002_5,12:30:00,12:33:00,2700,0
weekday_T4060_T406002_6,13:30:00,15:30:00,3600,0
weekday_T4060_T406002_7,16:15:00,17:00:00,2700,0
weekday_T4060_T406002_8,18:00:00,18:03:00,3600,0
weekday_T4060_T406002_9,19:30:00,19:33:00,5400,0
weekday_T4060_T406002_10,20:30:00,20:33:00,3600,0
weekday_T4060_T406002_11,21:45:00,21:48:00,4500,0
weekday_T4060_T406002_12,22:30:00,22:33:00,2700,0
weekend_T4060_T406002_0,07:30:00,08:30:00,3600,0
weekend_T4060_T406002_1,10:30:00,10:31:00,7200,0
weekend_T4060_T406002_2,11:30:00,11:33:00,8400,0
weekend_T4060_T406002_3,14:30:00,15:30:00,3600,0
weekend_T4060_T406002_4,17:00:00,21:30:00,5400,0
weekend_T4060_T406001_5,05:25:00,05:26:00,4800,0
weekday_T4061_T406102_0,08:00:00,09:00:00,3600,0
weekday_T4061_T406102_1,10:30:00,10:33:00,5400,0
weekday_T4061_T406102_2,11:30:00,11:33:00,3600,0
weekday_T4061_T406102_3,13:00:00,13:03:00,5400,0
weekday_T4061_T406102_4,14:00:00,14:03:00,3600,0
weekday_T4061_T406102_5,15:40:00,15:43:00,6000,0
weekday_T4061_T406102_6,16:40:00,16:43:00,3600,0
weekday_T4061_T406102_7,18:40:00,18:43:00,7200,0
weekday_T4061_T406102_8,19:45:00,19:48:00,3900,0
weekday_T4061_T406101_9,05:55:00,05:56:00,1500,0
weekday_T4061_T406101_10,06:20:00,06:21:00,1500,0
weekend_T4061_T406102_0,08:00:00,09:30:00,5400,0
weekend_T4061_T406102_1,11:00:00,11:03:00,5400,0
weekend_T4061_T406102_2,13:30:00,13:33:00,9000,0
weekend_T4061_T406102_3,14:00:00,14:03:00,12000,0
weekend_T4061_T406102_4,16:40:00,16:43:00,12600,0
weekend_T4061_T406102_5,19:45:00,19:48:00,10800,0
weekend_T6010_T601002_0,06:00:00,07:10:00,2100,0
weekend_T6010_T601002_1,07:45:00,11:30:00,2700,0
weekend_T6010_T601002_2,12:50:00,14:10:00,4800,0
weekend_T6010_T601002_3,15:30:00,18:30:00,2700,0
weekday_U6510_U651002_0,05:30:00,07:30:00,1800,0
weekday_U6510_U651002_1,08:10:00,14:40:00,2400,0
weekday_U6510_U651002_2,14:50:00,15:30:00,2400,0
weekday_U6510_U651002_3,16:10:00,18:10:00,2400,0
weekday_U6510_U651002_4,18:50:00,19:30:00,2400,0
weekday_U6510_U651002_5,20:10:00,21:00:00,3000,0
weekday_U6510_U651002_6,22:00:00,23:00:00,3600,0
weekend_U6510_U651002_0,05:30:00,07:30:00,1800,0
weekend_U6510_U651002_1,08:10:00,14:40:00,2400,0
weekend_U6510_U651002_2,14:50:00,15:30:00,2400,0
weekend_U6510_U651002_3,16:10:00,18:10:00,2400,0
weekend_U6510_U651002_4,18:50:00,19:30:00,2400,0
weekend_U6510_U651002_5,20:10:00,21:00:00,3000,0
weekend_U6510_U651002_6,22:00:00,23:00:00,3600,0
weekday_U6520_U652002_2,07:00:00,16:20:00,2400,0
weekday_U6520_U652002_3,17:00:00,19:40:00,2400,0
weekend_U6520_U652002_2,07:00:00,16:20:00,2400,0
weekend_U6520_U652002_3,17:00:00,19:40:00,2400,0
weekday_T8500_T850002_0,06:00:00,06:40:00,1200,0
weekday_T8500_T850002_1,07:00:00,07:40:00,1200,0
weekday_T8500_T850002_2,08:00:00,10:00:00,1200,0
weekday_T8500_T850002_3,10:25:00,12:30:00,1500,0
weekday_T8500_T850002_4,13:00:00,14:00:00,1800,0
weekday_T8500_T850002_5,14:25:00,14:50:00,1500,0
weekday_T8500_T850002_6,15:15:00,15:40:00,1500,0
weekday_T8500_T850002_7,16:05:00,16:30:00,1500,0
weekday_T8500_T850002_8,17:00:00,19:00:00,1800,0
weekday_T8500_T850002_9,19:30:00,23:30:00,1800,0
weekday_T6040_T604002_0,05:30:00,09:10:00,1200,0
weekday_T6040_T604002_1,09:40:00,10:40:00,1800,0
weekday_T6040_T604002_3,11:30:00,15:00:00,1800,0
weekday_T6040_T604002_4,15:30:00,20:00:00,1800,0
weekday_T6040_T604002_5,20:50:00,22:30:00,3000,0
weekend_T8500_T850002_0,06:00:00,07:00:00,1200,0
weekend_T8500_T850002_1,07:20:00,10:00:00,1200,0
weekend_T8500_T850002_2,10:25:00,12:30:00,1500,0
weekend_T8500_T850002_3,13:00:00,14:00:00,1800,0
weekend_T8500_T850002_4,14:25:00,16:30:00,1500,0
weekend_T8500_T850002_5,17:00:00,19:30:00,1800,0
weekend_T8500_T850002_6,20:00:00,23:30:00,1800,0
weekday_U7710_U771002_0,06:00:00,15:20:00,2100,0
weekday_U7710_U771002_1,16:00:00,16:30:00,2400,0
weekday_U7710_U771002_2,16:40:00,18:40:00,2400,0
weekday_U7710_U771002_3,19:30:00,21:30:00,3600,0
weekday_U7710_U771002_4,22:40:00,23:47:00,4200,0
weekday_U7710_U771001_5,06:00:00,06:25:00,1800,0
weekday_U7710_U771001_6,06:30:00,06:45:00,1500,0
weekend_T6040_T604002_1,05:50:00,06:10:00,1200,0
weekend_T6040_T604002_2,06:30:00,07:30:00,1800,0
weekend_T6040_T604002_3,07:50:00,08:10:00,1200,0
weekend_T6040_T604002_4,08:40:00,10:10:00,1800,0
weekend_T6040_T604002_5,10:50:00,11:30:00,2400,0
weekend_T6040_T604002_7,12:40:00,13:20:00,2400,0
weekend_T6040_T604002_9,14:30:00,15:10:00,2400,0
weekend_T6040_T604002_10,15:40:00,16:10:00,1800,0
weekend_T6040_T604002_11,16:30:00,16:50:00,1200,0
weekend_T6040_T604002_14,18:30:00,19:00:00,1800,0
weekend_T6040_T604002_16,21:00:00,22:00:00,3600,0
weekend_T6040_T604002_17,23:00:00,24:00:00,3600,0
weekend_U7710_U771002_0,06:00:00,09:20:00,2400,0
weekend_U7710_U771002_1,10:00:00,10:45:00,2700,0
weekend_U7710_U771002_2,11:30:00,13:45:00,2700,0
weekend_U7710_U771002_3,14:30:00,15:15:00,2700,0
weekend_U7710_U771002_4,16:00:00,18:30:00,3000,0
weekend_U7710_U771002_5,19:30:00,20:30:00,3600,0
weekend_U7710_U771002_6,21:35:00,22:22:00,3900,0
weekend_U7710_U771002_7,22:40:00,23:27:00,3600,0
weekend_U7710_U771001_8,06:00:00,06:35:00,2400,0
weekday_T6400_T640002_0,05:30:00,06:30:00,900,0
weekday_T6400_T640001_1,06:15:00,06:30:00,900,0
weekday_T6400_T640001_2,06:50:00,12:10:00,1200,0
weekday_T6400_T640001_3,12:30:00,14:00:00,1800,0
weekday_T6400_T640001_4,14:20:00,18:00:00,1200,0
weekday_T6400_T640001_5,18:30:00,20:30:00,1800,0
weekday_T6400_T640001_6,21:15:00,22:00:00,2700,0
weekday_T6400_T640001_8,24:00:00,24:01:00,1800,0
weekend_T6400_T640002_0,05:30:00,06:30:00,1200,0
weekend_T6400_T640001_1,06:10:00,07:00:00,1500,0
weekend_T6400_T640001_2,07:20:00,07:40:00,1200,0
weekend_T6400_T640001_3,08:05:00,08:30:00,1500,0
weekend_T6400_T640001_4,08:50:00,09:10:00,1200,0
weekend_T6400_T640001_5,09:35:00,10:00:00,1500,0
weekend_T6400_T640001_6,10:20:00,10:40:00,1200,0
weekend_T6400_T640001_7,11:05:00,11:30:00,1500,0
weekend_T6400_T640001_8,11:50:00,12:10:00,1200,0
weekend_T6400_T640001_9,12:35:00,13:00:00,1500,0
weekend_T6400_T640001_10,13:20:00,13:40:00,1200,0
weekend_T6400_T640001_11,14:05:00,14:30:00,1500,0
weekend_T6400_T640001_12,14:50:00,15:10:00,1200,0
weekend_T6400_T640001_13,15:35:00,16:00:00,1500,0
weekend_T6400_T640001_14,16:20:00,16:40:00,1200,0
weekend_T6400_T640001_15,17:05:00,17:30:00,1500,0
weekend_T6400_T640001_16,18:00:00,20:30:00,1800,0
weekend_T6400_T640001_17,21:15:00,22:00:00,2700,0
weekend_U7830_U783002_0,06:00:00,07:00:00,1200,0
weekend_U7830_U783002_1,07:30:00,08:00:00,1800,0
weekend_U7830_U783002_2,08:45:00,09:15:00,1800,0
weekend_U7830_U783002_3,10:00:00,11:00:00,1800,0
weekend_U7830_U783002_4,11:45:00,12:30:00,2700,0
weekend_U7830_U783002_5,13:00:00,14:30:00,2700,0
weekend_U7830_U783002_6,15:00:00,16:30:00,1800,0
weekend_U7830_U783002_7,17:15:00,18:00:00,2700,0
weekend_U7830_U783002_8,18:30:00,19:30:00,3600,0
weekend_U7830_U783002_9,20:30:00,23:30:00,3600,0
weekday_U1900_U190001_0,06:05:00,06:40:00,900,0
weekday_U1900_U190001_1,06:30:00,07:25:00,900,0
weekday_U1900_U190001_2,06:45:00,07:50:00,900,0
weekday_U1900_U190002_3,06:15:00,06:45:00,900,0
weekday_U1900_U190001_3,07:15:00,07:45:00,900,0
weekday_U1900_U190001_4,08:25:00,09:15:00,900,0
weekday_U1900_U190002_5,07:20:00,07:40:00,1200,0
weekday_U1900_U190001_5,08:45:00,09:05:00,1200,0
weekday_U1900_U190002_6,08:00:00,08:40:00,1200,0
weekday_U1900_U190001_6,09:10:00,09:50:00,1200,0
weekday_U1900_U190002_7,09:00:00,11:00:00,1200,0
weekday_U1900_U190001_7,10:00:00,12:00:00,1200,0
weekday_U1900_U190002_8,11:20:00,15:00:00,1200,0
weekday_U1900_U190001_8,12:20:00,16:00:00,1200,0
weekday_U1900_U190002_9,15:20:00,16:40:00,1200,0
weekday_U1900_U190001_9,16:20:00,17:40:00,1200,0
weekday_U1900_U190001_10,18:15:00,19:15:00,1200,0
weekday_U1900_U190002_11,17:20:00,17:40:00,1200,0
weekday_U1900_U190001_11,18:35:00,18:55:00,1200,0
weekday_U1900_U190001_12,19:15:00,20:15:00,1200,0
weekday_U1900_U190001_13,19:35:00,20:30:00,1800,0
weekday_U1900_U190001_14,20:05:00,20:50:00,1800,0
weekday_U1900_U190002_15,19:30:00,20:00:00,1800,0
weekday_U1900_U190001_15,20:25:00,20:55:00,1800,0
weekday_U1900_U190001_16,21:25:00,22:05:00,1800,0
weekday_U1900_U190002_17,21:00:00,23:00:00,1800,0
weekday_U1900_U190001_17,21:45:00,23:45:00,1800,0
weekday_U7830_U783002_0,06:00:00,07:00:00,1200,0
weekday_U7830_U783002_1,07:30:00,08:00:00,1800,0
weekday_U7830_U783002_2,08:45:00,09:15:00,1800,0
